,TICID,Camera,CCD,Tmag,RA,Dec,planet,light_curve
11302,260128839,4,2,13.91,92.384,-59.1833,0,TessLightCurve(TICID: 260128839)
6812,143202322,3,2,5.3,117.3675,-44.751,0,TessLightCurve(TICID: 143202322)
1426,25517076,2,2,13.98,144.309,-33.7039,0,TessLightCurve(TICID: 25517076)
6301,141267791,4,4,10.51,82.0137,-76.947,0,TessLightCurve(TICID: 141267791)
13811,290651893,1,4,8.13,141.0034,5.6062,0,TessLightCurve(TICID: 290651893)
9798,185699375,2,1,13.86,130.4373,-31.8429,0,TessLightCurve(TICID: 185699375)
3662,55523283,4,3,11.48,72.0205,-61.6811,0,TessLightCurve(TICID: 55523283)
1008,20037720,1,1,9.86,136.8903,-7.184,0,TessLightCurve(TICID: 20037720)
16342,347410818,2,4,10.26,133.0362,-15.1644,0,TessLightCurve(TICID: 347410818)
12296,270742379,3,1,8.75,132.0578,-44.8728,0,TessLightCurve(TICID: 270742379)
16937,350032229,3,4,12.13,114.9388,-60.4904,0,TessLightCurve(TICID: 350032229)
5383,119080870,2,4,9.76,136.2258,-18.2027,0,TessLightCurve(TICID: 119080870)
12229,270605051,1,4,9.6,136.5347,1.7492,0,TessLightCurve(TICID: 270605051)
10605,231097153,4,3,11.14,69.119,-69.0777,0,TessLightCurve(TICID: 231097153)
15026,308613867,3,4,12.02,121.6099,-62.1639,0,TessLightCurve(TICID: 308613867)
14634,305538699,2,3,14.32,139.3128,-16.1267,0,TessLightCurve(TICID: 305538699)
4550,78152374,1,3,13.15,147.7394,-1.5689,0,TessLightCurve(TICID: 78152373)
12586,275293113,1,3,10.41,149.4959,4.5698,0,TessLightCurve(TICID: 275293113)
8810,174744789,3,2,11.43,115.0716,-37.6106,0,TessLightCurve(TICID: 174744789)
6765,142753747,1,1,8.47,138.029,-3.5179,0,TessLightCurve(TICID: 142753747)
4531,78131818,1,3,8.11,147.3821,-0.8515,0,TessLightCurve(TICID: 78131818)
17331,350954963,4,2,8.65,91.0002,-54.1324,0,TessLightCurve(TICID: 350954963)
6722,142109665,4,4,9.9,99.3646,-75.9291,0,TessLightCurve(TICID: 142109665)
913,18894153,2,2,8.21,138.161,-33.6238,0,TessLightCurve(TICID: 18894153)
27,860526,1,1,9.67,135.1955,-4.3707,0,TessLightCurve(TICID: 860526)
15231,309702975,4,3,10.86,79.7088,-64.9503,0,TessLightCurve(TICID: 309702975)
11168,255746712,3,3,9.71,99.4869,-52.6022,0,TessLightCurve(TICID: 255746712)
10971,238446088,3,4,9.16,121.2593,-50.3928,0,TessLightCurve(TICID: 238446088)
16053,340561622,3,4,10.51,116.2142,-57.1831,0,TessLightCurve(TICID: 340561622)
9463,179369863,4,4,8.5,80.1233,-71.5336,0,TessLightCurve(TICID: 179369863)
10861,238063079,3,3,3.14,104.0667,-48.721,0,TessLightCurve(TICID: 238063079)
5517,123944630,3,2,9.62,116.5765,-46.3918,0,TessLightCurve(TICID: 123944630)
15938,340218847,3,4,11.07,113.949,-59.4154,0,TessLightCurve(TICID: 340218847)
12132,270458066,1,4,9.41,135.2916,1.9426,0,TessLightCurve(TICID: 270458066)
18619,391901095,4,1,7.29,115.8335,-70.0647,0,TessLightCurve(TICID: 391901095)
8136,154361257,2,1,14.39,121.7789,-24.0467,0,TessLightCurve(TICID: 154361257)
9563,180581211,3,1,6.71,129.0967,-38.4551,0,TessLightCurve(TICID: 180581211)
2031,31381302,4,4,12.38,88.3541,-71.5621,0,TessLightCurve(TICID: 31381302)
